feature_id,text,normalized_text
feature_2ea8fe13cf99f479,"Ideal Saver: The mask support frame for cloth mask Lipstick Protector makes it not to stick lipstick, protecting your perfect makeup from being messed up.If you wear glasses, 3D Inner Bracket can also prevent the lens from fogging because of more breathing space It is foldable,portable and easy to carry and it can resume to original shape in one minute even afer folded in pocket.Washable and Resuable like New always. The 3d mask bracket can be washed with soap and boiling water.","ideal saver: the mask support frame for cloth mask lipstick protector makes it not to stick lipstick, protecting your perfect makeup from being messed up.if you wear glasses, 3d inner bracket can also prevent the lens from fogging because of more breathing space it is foldable,portable and easy to carry and it can resume to original shape in one minute even afer folded in pocket.washable and resuable like new always. the 3d mask bracket can be washed with soap and boiling water"
feature_67b49223a65ac348,"3D Face Bracket, Reusable Washable Silicone Inner Support Frame for More Breathing Space High-quality Material: Face frame support bracket made of food-grade silicon material, soft, smooth and comfortable, washable and reusable. Design: Unique wearable design, soft fit face, will not fall off. Full of elasticity: It can be folded at will without deformation. Easy to carry. Soft: It is extract soft for long time comfortable wearing.It helps to give you more breathing space which is specially good for elder. It is also a good protection for Lipstick.","3d face bracket, reusable washable silicone inner support frame for more breathing space high-quality material: face frame support bracket made of food-grade silicon material, soft, smooth and comfortable, washable and reusable. design: unique wearable design, soft fit face, will not fall off. full of elasticity: it can be folded at will without deformation. easy to carry. soft: it is extract soft for long time comfortable wearing.it helps to give you more breathing space which is specially good for elder. it is also a good protection for lipstick"
feature_aff37d0dfbf162c8,"These ear cuffs are amazing accessories not only for party outfits but for every day's use, so you can always look fabulous and cool.","these ear cuffs are amazing accessories not only for party outfits but for every day's use, so you can always look fabulous and cool"
feature_44304d62ac331a91,"Such ear cuffs make an amazing gift for your friend that loves trendy, eye-catching jewelry.","such ear cuffs make an amazing gift for your friend that loves trendy, eye-catching jewelry"
feature_65926526b7ac1eff,Trendy Set of 2 Ear Cuffs In Silver And Bronze Colors And Rib Cage Shapes,trendy set of 2 ear cuffs in silver and bronze colors and rib cage shapes
feature_857cd3eba2c1f9f4,These really cool VAGA ear cuffs will be turning heads when you pass by!,these really cool vaga ear cuffs will be turning heads when you pass by
feature_1a62df6689b033c2,"NATURAL SKIN CARE: Why settle for just one oil when you can have the powerful regenerative and healing benefits of a blend? Rich in antioxidants, sterolins and vitamins this formulation hydrates for visibly softer and smoother skin. Apply directly after shower or bath for a deep, hydrating BODY skin treatment that lasts to lock in moisture for healthy skin. Soften rough hands, elbows, cracked feet and heels. Restore moisture to your entire body after sun exposure and sunburn.","natural skin care: why settle for just one oil when you can have the powerful regenerative and healing benefits of a blend? rich in antioxidants, sterolins and vitamins this formulation hydrates for visibly softer and smoother skin. apply directly after shower or bath for a deep, hydrating body skin treatment that lasts to lock in moisture for healthy skin. soften rough hands, elbows, cracked feet and heels. restore moisture to your entire body after sun exposure and sunburn"
feature_1b62ad930659b094,"HAIR, SCALP & BEARD CARE: Hydrating treatment for all HAIR types including straight, curly, wavy, thinning, treated, damaged or brittle hair. Massage into SCALP and/or apply to full length hair or dry ends for at least 30 minutes prior to washing. Nourish dry flaky scalp, help relieve chronic scalp itch and cradle cap. Ideal to tame flyaways - just one spray rubbed onto hands and lightly smoothed over hair does the trick! Keeps BEARD hair and skin healthy, groomed and tamed with daily use.","hair, scalp & beard care: hydrating treatment for all hair types including straight, curly, wavy, thinning, treated, damaged or brittle hair. massage into scalp and/or apply to full length hair or dry ends for at least 30 minutes prior to washing. nourish dry flaky scalp, help relieve chronic scalp itch and cradle cap. ideal to tame flyaways - just one spray rubbed onto hands and lightly smoothed over hair does the trick! keeps beard hair and skin healthy, groomed and tamed with daily use"
feature_d6a803362b25adc5,"CUTICLE & NAIL CARE: Combination of grapeseed, rosehip seed and avocado oil, with added Vitamin E, creates the perfect nail nourishing formula for healthy and strong nails. Nail conditioner for brittle, dry nails. CUTICLES SOFTENER to nourish and repair.","cuticle & nail care: combination of grapeseed, rosehip seed and avocado oil, with added vitamin e, creates the perfect nail nourishing formula for healthy and strong nails. nail conditioner for brittle, dry nails. cuticles softener to nourish and repair"
feature_e2645743281871d2,"SKIN THERAPY: Nourishing oil for massage. Suitable for adults, children and babies. Hypoallergenic and suitable for sensitive skin. Provides nourishment to the skin after the Ayurvedic technique of dry body brushing (see B.O.N Dry Body Brush) and the perfect accompanying oil for cupping therapy massage sets in fascia and cellulite treatment.","skin therapy: nourishing oil for massage. suitable for adults, children and babies. hypoallergenic and suitable for sensitive skin. provides nourishment to the skin after the ayurvedic technique of dry body brushing (see b.o.n dry body brush) and the perfect accompanying oil for cupping therapy massage sets in fascia and cellulite treatment"
feature_9951135894931df7,"STRETCH MARKS & SCARS: Rich in essential fatty acids, Rose Hip Oil promotes skin rejuvenation and quickens healing of scars and stretchmarks. High Vitamin E content of this blend promotes skin elasticity for the prevention of stretchmark formation during pregnancy, rapid weight gain and teenage growth spurts. Naturally high Vitamin C found in rosehips treats dark spots as Vit C is known to decrease the pigment-producing ability of the skin.","stretch marks & scars: rich in essential fatty acids, rose hip oil promotes skin rejuvenation and quickens healing of scars and stretchmarks. high vitamin e content of this blend promotes skin elasticity for the prevention of stretchmark formation during pregnancy, rapid weight gain and teenage growth spurts. naturally high vitamin c found in rosehips treats dark spots as vit c is known to decrease the pigment-producing ability of the skin"
feature_9b7f69e39dea9236,WHAT HAPPENS TO YOUR SKIN IN PREGNANCY?,what happens to your skin in pregnancy
feature_4899c1948b84f4f1,Skincare in pregnancy is an investment for life.,skincare in pregnancy is an investment for life
feature_9894fba752ebeb44,"-Your skin grows and stretches faster than normal to accommodate your developing belly and breasts - Due to hormonal changes, your skin becomes more oily and may loose some elasticity because of an increase in progesterone levels. - Your skin can become extremely itchy from stretching","your skin grows and stretches faster than normal to accommodate your developing belly and breasts - due to hormonal changes, your skin becomes more oily and may loose some elasticity because of an increase in progesterone levels. - your skin can become extremely itchy from stretching"
feature_85fd58dc41d5e6a0,WHAT HELPS YOUR SKIN IN PREGNANCY?,what helps your skin in pregnancy
feature_4f0e835e71fe937d,"It's essential to use a good skin oil: the skin ""recognizes"" an oil better than a cream as an oil is more natural.","it's essential to use a good skin oil: the skin ""recognizes"" an oil better than a cream as an oil is more natural"
feature_11e85fc86b5fcf28,"- Nourish and prepare your skin for rapid expansion, increased oiliness and the prevention of stretch marks. - An Oil Blend that combines the powerful healing properties of certain oils such as Rosehip, Avocado and Grapeseed - Light, non-greasy, soothing and won't stain your clothes or aggravate morning sickness - Easy spray wand that fits in your purse and you can take anywhere and use anytime. No spills or messes","nourish and prepare your skin for rapid expansion, increased oiliness and the prevention of stretch marks. - an oil blend that combines the powerful healing properties of certain oils such as rosehip, avocado and grapeseed - light, non-greasy, soothing and won't stain your clothes or aggravate morning sickness - easy spray wand that fits in your purse and you can take anywhere and use anytime. no spills or messes"
feature_c6be623a579a8529,A GENUINE CLINICALLY PROVEN PRODUCT. We promise.,a genuine clinically proven product. we promise
feature_1cf592f8c4efed2e,TRY IT NOW. Money back guarantee with no questions asked.,try it now. money back guarantee with no questions asked
feature_aaf4c902299c4ec7,Dove Men + Care Body + Face Wash. Sport Care - Active + Fresh. Strengthens Skin. 13.5 FL OZ (400 mL) Per Bottle,dove men + care body + face wash. sport care - active + fresh. strengthens skin. 13.5 fl oz (400 ml) per bottle
feature_1ad5966f0e48682f,Baking soda-free and pH balanced for sensitive skin,baking soda-free and ph balanced for sensitive skin
feature_dfd6868a4781e61c,"Get rid of natural deodorants that leave you smelling stinky, and use Freedom’s high-quality Roll-on Deodorant! We use high-grade oils from sweet-smelling plants like vanilla, amber, mint, and peach to keep you smelling fresh all day. After regular use, the all-natural deodorant will work to cleanse your body of toxins left from antiperspirants. If you experience an unpleasant odor, there is no need to worry; it is your body evicting the toxins, and it will go away in a few days. It is baking soda-free and pH balanced for sensitive skin so your whole family can enjoy the benefits of this fantastic deodorant. No need to worry, all of our products are phthalate, paraben, gluten and, cruelty-free, so you and your family can have peace of mind while using our products.How to useLift your arm above your head, and roll the ball against the skin of your underarm area. No need to overapply, a little goes a long way. Patch test a small area on your forearm to check for sensitivity or allergy.Our StoryAt Freedom, our goal is to create a natural deodorant that works. After realizing most natural deodorants on the market don’t live up to expectations, we wanted to create a product that was not only 100% natural, but highly effective. Our deodorants are so natural you could eat them–although they work better than they taste. Most importantly, a portion of our proceeds goes towards breast cancer research. Be happy, not stinky!","get rid of natural deodorants that leave you smelling stinky, and use freedom’s high-quality roll-on deodorant! we use high-grade oils from sweet-smelling plants like vanilla, amber, mint, and peach to keep you smelling fresh all day. after regular use, the all-natural deodorant will work to cleanse your body of toxins left from antiperspirants. if you experience an unpleasant odor, there is no need to worry; it is your body evicting the toxins, and it will go away in a few days. it is baking soda-free and ph balanced for sensitive skin so your whole family can enjoy the benefits of this fantastic deodorant. no need to worry, all of our products are phthalate, paraben, gluten and, cruelty-free, so you and your family can have peace of mind while using our products.how to uselift your arm above your head, and roll the ball against the skin of your underarm area. no need to overapply, a little goes a long way. patch test a small area on your forearm to check for sensitivity or allergy.our storyat freedom, our goal is to create a natural deodorant that works. after realizing most natural deodorants on the market don’t live up to expectations, we wanted to create a product that was not only 100% natural, but highly effective. our deodorants are so natural you could eat them–although they work better than they taste. most importantly, a portion of our proceeds goes towards breast cancer research. be happy, not stinky"
feature_6475c3d6b2a8163a,"Product Description 1.BLING RHINESTONE DESIGN: Bling bling crystal rhinestone design makes it more different. Each diamond headband are handmade,looks and touch not as cheap as others 2. PRODUCT USERS and VISUAL This women hair hoop accessories can fit the head circumference of different ladies, meet the girls and ladies' fashion pursuit to highlight your elegant and dignified temperament.","product description 1.bling rhinestone design: bling bling crystal rhinestone design makes it more different. each diamond headband are handmade,looks and touch not as cheap as others 2. product users and visual this women hair hoop accessories can fit the head circumference of different ladies, meet the girls and ladies' fashion pursuit to highlight your elegant and dignified temperament"
feature_c98c64ec232af25a,Economical 25 Oz Size,economical 25 oz size
feature_5ed28e1d4b224bd5,Maximum Protection for your Color Treated Hair,maximum protection for your color treated hair
feature_9f0665c991d114b2,Made with Certified Organic Ingredients,made with certified organic ingredients
feature_855cdeeb129b104c,"Nourishes, Hydrates and Protects Your Hair","nourishes, hydrates and protects your hair"
feature_8eddc04281ddd3a2,"All Nutrient Color Safe Protect Conditioner is a color protection guarantee. This nourishing conditioner infuses hair with a botanical formulation which moisturizes, strengthens and protects color treated or porous hair. It enriches color treated hair making color stay vibrant and last longer. All Nutrient Color Safe Protect Conditioner revitalizes hair leaving it vibrant, healthy and shiny.","all nutrient color safe protect conditioner is a color protection guarantee. this nourishing conditioner infuses hair with a botanical formulation which moisturizes, strengthens and protects color treated or porous hair. it enriches color treated hair making color stay vibrant and last longer. all nutrient color safe protect conditioner revitalizes hair leaving it vibrant, healthy and shiny"
feature_20335835f5b6e367,"It's A Match Duos pair Advanced Wear with Just Gel Polish to offer a matching gel/lacquer combo. Each long lasting formula is available in a 0.5 fl oz bottle For Lacquer: Buff and cleanse nails, apply 1 coat of Base Prep, 2 coats of Pro Lacquer and finish with one coat of Top Coat. No lamp required, Advanced Wear Lacquer dries in minutes. For Gel: Mix well. Apply a thin coat of Gel Polish covering the free edge of the nail, avoiding the cuticle area and cure 2 minutes under UV Lamp or cure for 30 seconds under LED Lamp. Repeat process for a second coat. AWL: Ethyl Acetate, Butyl Acetate, Nitrocellulose, Adipic Acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer, Acetyl Tributyl Citrate, Isopropyl Alcohol, Stearalkonium Hectorite, Sucrose Acetate Isobutyrate, Iron Oxides (CI77499), Titanium Dioxide (CI77891) JGP: Dipentaerythrityl Pentaacrylate, Tetrahydrofurfuryl Methacrylate, , Sucrose Benzoate, Isobornyl Acrylate, Acrylates/Acrylamide Copolymer, Di-HEMA Trimethylhexyl Dicarbamate, Trimethylolpropane Triacrylate, Hydroxycyclohexyl Phenyl Ketone, Benzoyl Isopropanol, Ethyl Trimethylbenzoyl Phenylphosphinate, Iron Oxides (CI 77499)","it's a match duos pair advanced wear with just gel polish to offer a matching gel/lacquer combo. each long lasting formula is available in a 0.5 fl oz bottle for lacquer: buff and cleanse nails, apply 1 coat of base prep, 2 coats of pro lacquer and finish with one coat of top coat. no lamp required, advanced wear lacquer dries in minutes. for gel: mix well. apply a thin coat of gel polish covering the free edge of the nail, avoiding the cuticle area and cure 2 minutes under uv lamp or cure for 30 seconds under led lamp. repeat process for a second coat. awl: ethyl acetate, butyl acetate, nitrocellulose, adipic acid/neopentyl glycol/trimellitic anhydride copolymer, acetyl tributyl citrate, isopropyl alcohol, stearalkonium hectorite, sucrose acetate isobutyrate, iron oxides (ci77499), titanium dioxide (ci77891) jgp: dipentaerythrityl pentaacrylate, tetrahydrofurfuryl methacrylate, , sucrose benzoate, isobornyl acrylate, acrylates/acrylamide copolymer, di-hema trimethylhexyl dicarbamate, trimethylolpropane triacrylate, hydroxycyclohexyl phenyl ketone, benzoyl isopropanol, ethyl trimethylbenzoyl phenylphosphinate, iron oxides (ci 77499"
feature_ec9624c80320be0e,Foundation,foundation
feature_592e85446bb5a914,"Color Blossoming Lip & Cheek Tint Details HOW TO Ingredients WHAT IS IT? Give your cheeks a fresh glow with this color adapting, lighter-than-air gel blush that blossoms based on your unique body chemistry to create a custom flush of color. Enriched with Manuka honey and marshmallow extract, this nourishing formula glides on for a subtle stained glass skin effect. Sheer blossoming blush that adjusts to your own pH. WHAT ELSE DO YOU NEED TO KNOW? Stain-effect gel blush Naturally flushed, glossy finish Easy to blend Doesn't disturb makeup Non-sticky formula Pigments react to skin's pH for a unique result Perfectly suited or every complexion Provides a ""glass-like"" skin result Apply 1 to 3 dots of Peach Bloom on apples of cheeks and blend by tapping with clean fingertips or a sponge. Layer for color intensity! Pro-Tip: Blend quickly before pigments react with the skin's pH! Peach Bloom Color Blossoming Lip & Cheek Tint Guava Glow INGREDIENTS: Hydrogenated Polyisobutene, Propylheptyl Caprylate, Octyldodecanol, Silica, C26-28 Alkyl Dimethicone, Hydrogenated Styrene/ Isoprene Copolymer, Althaea Officinalis (Marshmallow) Root Extract, Honey Extract Mel Extrait De Miel, Glycerin, Glycine Soja (Soybean) Oil, Water Aqua Eau, Dibutyl Lauroyl Glutamide, Citric Acid, Fragrance (Parfum), Hexyl Cinnamal, Linalool, Limonene, Benzyl Salicylate, Citral, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopherol, Potassium Sorbate, Sodium Benzoate, Red 27 (CI 45410)","color blossoming lip & cheek tint details how to ingredients what is it? give your cheeks a fresh glow with this color adapting, lighter-than-air gel blush that blossoms based on your unique body chemistry to create a custom flush of color. enriched with manuka honey and marshmallow extract, this nourishing formula glides on for a subtle stained glass skin effect. sheer blossoming blush that adjusts to your own ph. what else do you need to know? stain-effect gel blush naturally flushed, glossy finish easy to blend doesn't disturb makeup non-sticky formula pigments react to skin's ph for a unique result perfectly suited or every complexion provides a ""glass-like"" skin result apply 1 to 3 dots of peach bloom on apples of cheeks and blend by tapping with clean fingertips or a sponge. layer for color intensity! pro-tip: blend quickly before pigments react with the skin's ph! peach bloom color blossoming lip & cheek tint guava glow ingredients: hydrogenated polyisobutene, propylheptyl caprylate, octyldodecanol, silica, c26-28 alkyl dimethicone, hydrogenated styrene/ isoprene copolymer, althaea officinalis (marshmallow) root extract, honey extract mel extrait de miel, glycerin, glycine soja (soybean) oil, water aqua eau, dibutyl lauroyl glutamide, citric acid, fragrance (parfum), hexyl cinnamal, linalool, limonene, benzyl salicylate, citral, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, tocopherol, potassium sorbate, sodium benzoate, red 27 (ci 45410"
feature_171bb82a70d95046,"✿Small dog girl dress makes of cotton,the skirt is easy to wash, soft and comfortable, lightweight and breathable, very suitable for spring and summer.","small dog girl dress makes of cotton,the skirt is easy to wash, soft and comfortable, lightweight and breathable, very suitable for spring and summer"
feature_e402f38fa9546a68,✿The beautiful pattern and attractive bowknot design can decorate your dogs well and can make them more attractive.,the beautiful pattern and attractive bowknot design can decorate your dogs well and can make them more attractive
feature_abbafbcc3638c842,"✿Dog princess dress great for everyday wear, party wear, birthday wear.","dog princess dress great for everyday wear, party wear, birthday wear"
feature_b6c2996efa341788,✿Flower Dog Girl Dress suitable for Chihuahua Pomeranian Maltese Shih Tzu puppy Poodle Mini dachshund Yorkie etc,flower dog girl dress suitable for chihuahua pomeranian maltese shih tzu puppy poodle mini dachshund yorkie etc
feature_0e612cb9199cff8f,✿Dog Princess Dress Flower Dog Girl Dress Bowknot Small Dog Tutu Skirts Cotton Puppy Clothes Summer Pet Cat Dresses,dog princess dress flower dog girl dress bowknot small dog tutu skirts cotton puppy clothes summer pet cat dresses
feature_ad73f7aed3eaad51,Item Type:Pet Dress,item type:pet dress
feature_fe9845da1bdab983,"Color:Blue,Pink","color:blue,pink"
feature_ad4c1e609e7335fb,Target Audience:Dogs,target audience:dogs
feature_2ffcee4cc6477cca,"Dog Size:Small,Medium","dog size:small,medium"
feature_c55b90886df7c128,"Season:Spring,Summer","season:spring,summer"
feature_81585d0961dc2627,Size:XS / S / M / L / XL,size:xs / s / m / l / xl
feature_f0735ae2d16a90d7,Size--------Back------------Neck--------------Chest,size--------back------------neck--------------chest
feature_68c0ef71b88820e3,"XS-----7.48""/19cm-------7.09""/18cm-----9.45""/24cm","xs-----7.48""/19cm-------7.09""/18cm-----9.45""/24cm"
feature_45ac110b11b1fdec,"S------9.45""/24cm-------7.87""/20cm-----11.42""/29cm","s------9.45""/24cm-------7.87""/20cm-----11.42""/29cm"
feature_161ff57d1108233e,"M-----11.02""/28cm-----9.45""/24cm-----12.99""/33cm","m-----11.02""/28cm-----9.45""/24cm-----12.99""/33cm"
feature_c43416dfce1da4e5,"L------12.99""/33cm-----11.02""/28cm-----14.96""/38cm","l------12.99""/33cm-----11.02""/28cm-----14.96""/38cm"
feature_1906b1b43150e12f,"XL-----14.57""/37cm-----12.60""/32cm-----16.54""/42cm","xl-----14.57""/37cm-----12.60""/32cm-----16.54""/42cm"
feature_61f8a824e9525f2f,"ALL DAY MOISTURE AND HYDRATION - This Combo Pack of Clear and Red lip glosses is packed Vitamin A & Vitamin E to ensure lips stay hydrated and naturally glossy all day. Formulated to go on smooth, shiny, and never sticky. You can buy confidently knowing your lipgloss will stand out from the crowd.","all day moisture and hydration - this combo pack of clear and red lip glosses is packed vitamin a & vitamin e to ensure lips stay hydrated and naturally glossy all day. formulated to go on smooth, shiny, and never sticky. you can buy confidently knowing your lipgloss will stand out from the crowd"
feature_dfc684317ae38c3a,UNIQUE COLOR PALETTE DESIGNED FOR ALL SKIN TONES - Our Best Selling Moonbeam Dream is clear with lavender undertones; Don’t Worry Be Sassy is red with coral undertones. These moonstone inspired luxury lip toppers are carefully formulated to look great with dark and light skin tones.,unique color palette designed for all skin tones - our best selling moonbeam dream is clear with lavender undertones; don’t worry be sassy is red with coral undertones. these moonstone inspired luxury lip toppers are carefully formulated to look great with dark and light skin tones
feature_ace9cac0c7f2d6c3,"INSPIRED BY HEALING POWERS OF CRYSTAL & GEMSTONES W/ BEAUTY AND INTENTION - Moonstone boosts your calmness, femininity & inner perspective; Coral boosts your happiness, joy & protects against negative energy.","inspired by healing powers of crystal & gemstones w/ beauty and intention - moonstone boosts your calmness, femininity & inner perspective; coral boosts your happiness, joy & protects against negative energy"
feature_fb0f31c892f083b0,"Mirenesse Lip Sex Plump & Fill Tint, Hydrating Plumping Lipstick Balm with Tint and Vitamin C + Vitamin E, Vegan and Toxin Free, 1 Raw Nude","mirenesse lip sex plump & fill tint, hydrating plumping lipstick balm with tint and vitamin c + vitamin e, vegan and toxin free, 1 raw nude"
feature_83525791d45c6dbf,SJOO Fiber 2-in-1 Set 4D Mascara - Eyelash Lengthening Waterproof Sweatproof Mascara - Curl Encryption Mascara,sjoo fiber 2-in-1 set 4d mascara - eyelash lengthening waterproof sweatproof mascara - curl encryption mascara
feature_7b09081042f81a18,PREMIUM QUALITY - Crafted from 100% Platinum Cure Silicone,premium quality - crafted from 100% platinum cure silicone
feature_9bdbd38514f39c5a,FOUR TIMES THE CANDLES - Four Cavities Per Layer - One Layers - Total of 4 Candles Per Mold. Never Pay For a Single-Candle Mold Again!!,four times the candles - four cavities per layer - one layers - total of 4 candles per mold. never pay for a single-candle mold again
feature_e68285ac2e888be9,"HEADACHE FREE ASSEMBLY - Assemble and Wick Your Mold In Minutes! Hassle-Free Mold Layers Assemble Effortlessly, And Wicking Has Never Been Easier. Just Insert Your Wick Into The Pre-Cut Slot!","headache free assembly - assemble and wick your mold in minutes! hassle-free mold layers assemble effortlessly, and wicking has never been easier. just insert your wick into the pre-cut slot"
feature_c8c172c5e03ca39e,EFFORTLESS RELEASE - Your Candles Will Literally Fall Out Of This Premium Silicone Candle Mold. Even Beeswax And Other Difficult Mediums Will Release Effortlessly From This System! THEY FALL RIGHT OUT! NO NEED FOR RELEASE SPRAY!,effortless release - your candles will literally fall out of this premium silicone candle mold. even beeswax and other difficult mediums will release effortlessly from this system! they fall right out! no need for release spray
feature_db26a4e82c9dc40f,Dimensions - 5.75 x 3.5 x 7.25 in - Candle Length - 6 in,dimensions - 5.75 x 3.5 x 7.25 in - candle length - 6 in
feature_fd279f36f9776e53,1-Step Manicure Treatment + Color,1-step manicure treatment + color
feature_cfd6b7fc28e4da02,Formulated Without Harmful Chemicals & Vegan,formulated without harmful chemicals & vegan
feature_81fef94e0a57fd51,"Infused w/ Argan Oil, Pro Vitamin B5 + Vitamin C","infused w/ argan oil, pro vitamin b5 + vitamin c"
feature_c37213240b2b53d3,Leaping-Bunny Certified,leaping-bunny certified
feature_2e2193b0b1fc4188,"A deep red créme is a nail polish staple for any collection. This one will be your go to for a vampy red mani any time of year. For stronger, healthier-looking nails. Infused with Argan Oil, Pro-Vitamin B5 + Vitamin C, Breathable prevents chipping and peeling. Leaping Bunny Certified Cruelty-Free, vegan, and formulated without harmful ingredients. Eliminates the need for basecoat and topcoat. HOW TO USE: Start with clean, bare nails. Apply 2 coats of Orly Breathable Treatment + Color and let dry.","a deep red créme is a nail polish staple for any collection. this one will be your go to for a vampy red mani any time of year. for stronger, healthier-looking nails. infused with argan oil, pro-vitamin b5 + vitamin c, breathable prevents chipping and peeling. leaping bunny certified cruelty-free, vegan, and formulated without harmful ingredients. eliminates the need for basecoat and topcoat. how to use: start with clean, bare nails. apply 2 coats of orly breathable treatment + color and let dry"
